Customer ID,Balance,Balance Frquency,Purchases,One-Off Purchases,Installments Purchased,Cash Advance,Purchase Frequency,One-Off Purchase Frequency,Installments Purchase Frequency,Cash Advance Frquency,Cash Advance TRX,Purchases TRX,Credit Limit,Payments,Minimum Payment,PRC Full Payment,Tenure,Cluster
C12919,,,,,,,,,,,,,,,,,,
C12920,,,,,,,,,,,,,,,,,,
C12921,,,,,,,,,,,,,,,,,,
C12922,,,,,,,,,,,,,,,,,,
C12923,,,,,,,,,,,,,,,,,,
C12924,,,,,,,,,,,,,,,,,,
C12925,,,,,,,,,,,,,,,,,,
C12926,,,,,,,,,,,,,,,,,,
C12927,,,,,,,,,,,,,,,,,,
C12928,,,,,,,,,,,,,,,,,,
C12929,,,,,,,,,,,,,,,,,,
C12930,,,,,,,,,,,,,,,,,,
C12931,,,,,,,,,,,,,,,,,,
C12932,,,,,,,,,,,,,,,,,,
C12933,,,,,,,,,,,,,,,,,,
C12934,,,,,,,,,,,,,,,,,,
C12935,,,,,,,,,,,,,,,,,,
C12936,,,,,,,,,,,,,,,,,,
C12937,,,,,,,,,,,,,,,,,,
C12938,,,,,,,,,,,,,,,,,,
C12939,,,,,,,,,,,,,,,,,,
C12941,,,,,,,,,,,,,,,,,,
C12943,,,,,,,,,,,,,,,,,,
C12944,,,,,,,,,,,,,,,,,,
C12945,,,,,,,,,,,,,,,,,,
C12946,,,,,,,,,,,,,,,,,,
C12947,,,,,,,,,,,,,,,,,,
C12948,,,,,,,,,,,,,,,,,,
C12949,,,,,,,,,,,,,,,,,,
C12950,,,,,,,,,,,,,,,,,,
C12951,,,,,,,,,,,,,,,,,,
C12952,,,,,,,,,,,,,,,,,,
C12953,,,,,,,,,,,,,,,,,,
C12954,,,,,,,,,,,,,,,,,,
C12955,,,,,,,,,,,,,,,,,,
C12956,,,,,,,,,,,,,,,,,,
C12957,,,,,,,,,,,,,,,,,,
C12958,,,,,,,,,,,,,,,,,,
C12959,,,,,,,,,,,,,,,,,,
C12960,,,,,,,,,,,,,,,,,,
C12961,,,,,,,,,,,,,,,,,,
C12962,,,,,,,,,,,,,,,,,,
C12963,,,,,,,,,,,,,,,,,,
C12964,,,,,,,,,,,,,,,,,,
C12965,,,,,,,,,,,,,,,,,,
C12966,,,,,,,,,,,,,,,,,,
C12968,,,,,,,,,,,,,,,,,,
C12969,,,,,,,,,,,,,,,,,,
C12970,,,,,,,,,,,,,,,,,,
C12971,,,,,,,,,,,,,,,,,,
C12972,,,,,,,,,,,,,,,,,,
C12973,,,,,,,,,,,,,,,,,,
C12974,,,,,,,,,,,,,,,,,,
C12975,,,,,,,,,,,,,,,,,,
C12976,,,,,,,,,,,,,,,,,,
C12977,,,,,,,,,,,,,,,,,,
C12978,,,,,,,,,,,,,,,,,,
C12979,,,,,,,,,,,,,,,,,,
C12980,,,,,,,,,,,,,,,,,,
C12981,,,,,,,,,,,,,,,,,,
C12982,,,,,,,,,,,,,,,,,,
C12983,,,,,,,,,,,,,,,,,,
C12984,,,,,,,,,,,,,,,,,,
C12985,,,,,,,,,,,,,,,,,,
C12986,,,,,,,,,,,,,,,,,,
C12987,,,,,,,,,,,,,,,,,,
C12988,,,,,,,,,,,,,,,,,,
C12989,,,,,,,,,,,,,,,,,,
C12990,,,,,,,,,,,,,,,,,,
C12991,,,,,,,,,,,,,,,,,,
C12992,,,,,,,,,,,,,,,,,,
C12993,,,,,,,,,,,,,,,,,,
C12994,,,,,,,,,,,,,,,,,,
C12995,,,,,,,,,,,,,,,,,,
C12997,,,,,,,,,,,,,,,,,,
C12998,,,,,,,,,,,,,,,,,,
C12999,,,,,,,,,,,,,,,,,,
C13000,,,,,,,,,,,,,,,,,,
C13001,,,,,,,,,,,,,,,,,,
C13002,,,,,,,,,,,,,,,,,,
C13004,,,,,,,,,,,,,,,,,,
C13005,,,,,,,,,,,,,,,,,,
C13006,,,,,,,,,,,,,,,,,,
C13007,,,,,,,,,,,,,,,,,,
C13008,,,,,,,,,,,,,,,,,,
C13011,,,,,,,,,,,,,,,,,,
C13012,,,,,,,,,,,,,,,,,,
C13013,,,,,,,,,,,,,,,,,,
C13014,,,,,,,,,,,,,,,,,,
C13015,,,,,,,,,,,,,,,,,,
C13016,,,,,,,,,,,,,,,,,,
C13017,,,,,,,,,,,,,,,,,,
C13018,,,,,,,,,,,,,,,,,,
C13019,,,,,,,,,,,,,,,,,,
C13020,,,,,,,,,,,,,,,,,,
C13021,,,,,,,,,,,,,,,,,,
C13022,,,,,,,,,,,,,,,,,,
C13023,,,,,,,,,,,,,,,,,,
C13024,,,,,,,,,,,,,,,,,,
C13025,,,,,,,,,,,,,,,,,,
C13026,,,,,,,,,,,,,,,,,,
C13027,,,,,,,,,,,,,,,,,,
C13028,,,,,,,,,,,,,,,,,,
C13029,,,,,,,,,,,,,,,,,,
C13031,,,,,,,,,,,,,,,,,,
C13032,,,,,,,,,,,,,,,,,,
C13033,,,,,,,,,,,,,,,,,,
C13034,,,,,,,,,,,,,,,,,,
C13035,,,,,,,,,,,,,,,,,,
C13036,,,,,,,,,,,,,,,,,,
C13037,,,,,,,,,,,,,,,,,,
C13038,,,,,,,,,,,,,,,,,,
C13039,,,,,,,,,,,,,,,,,,
C13040,,,,,,,,,,,,,,,,,,
C13041,,,,,,,,,,,,,,,,,,
C13042,,,,,,,,,,,,,,,,,,
C13043,,,,,,,,,,,,,,,,,,
C13044,,,,,,,,,,,,,,,,,,
C13045,,,,,,,,,,,,,,,,,,
C13046,,,,,,,,,,,,,,,,,,
C13047,,,,,,,,,,,,,,,,,,
C13048,,,,,,,,,,,,,,,,,,
C13049,,,,,,,,,,,,,,,,,,
C13050,,,,,,,,,,,,,,,,,,
C13051,,,,,,,,,,,,,,,,,,
C13052,,,,,,,,,,,,,,,,,,
C13053,,,,,,,,,,,,,,,,,,
C13054,,,,,,,,,,,,,,,,,,
C13056,,,,,,,,,,,,,,,,,,
C13057,,,,,,,,,,,,,,,,,,
C13058,,,,,,,,,,,,,,,,,,
C13059,,,,,,,,,,,,,,,,,,
C13060,,,,,,,,,,,,,,,,,,
C13061,,,,,,,,,,,,,,,,,,
C13062,,,,,,,,,,,,,,,,,,
C13063,,,,,,,,,,,,,,,,,,
C13064,,,,,,,,,,,,,,,,,,
C13065,,,,,,,,,,,,,,,,,,
C13066,,,,,,,,,,,,,,,,,,
C13067,,,,,,,,,,,,,,,,,,
C13068,,,,,,,,,,,,,,,,,,
C13069,,,,,,,,,,,,,,,,,,
C13070,,,,,,,,,,,,,,,,,,
C13071,,,,,,,,,,,,,,,,,,
C13072,,,,,,,,,,,,,,,,,,
C13073,,,,,,,,,,,,,,,,,,
C13074,,,,,,,,,,,,,,,,,,
C13076,,,,,,,,,,,,,,,,,,
C13077,,,,,,,,,,,,,,,,,,
C13078,,,,,,,,,,,,,,,,,,
C13079,,,,,,,,,,,,,,,,,,
C13080,,,,,,,,,,,,,,,,,,
C13081,,,,,,,,,,,,,,,,,,
C13082,,,,,,,,,,,,,,,,,,
C13083,,,,,,,,,,,,,,,,,,
C13084,,,,,,,,,,,,,,,,,,
C13085,,,,,,,,,,,,,,,,,,
C13086,,,,,,,,,,,,,,,,,,
C13087,,,,,,,,,,,,,,,,,,
C13088,,,,,,,,,,,,,,,,,,
C13089,,,,,,,,,,,,,,,,,,
C13090,,,,,,,,,,,,,,,,,,
C13091,,,,,,,,,,,,,,,,,,
C13092,,,,,,,,,,,,,,,,,,
C13093,,,,,,,,,,,,,,,,,,
C13094,,,,,,,,,,,,,,,,,,
C13095,,,,,,,,,,,,,,,,,,
C13096,,,,,,,,,,,,,,,,,,
C13097,,,,,,,,,,,,,,,,,,
C13098,,,,,,,,,,,,,,,,,,
C13099,,,,,,,,,,,,,,,,,,
C13100,,,,,,,,,,,,,,,,,,
C13101,,,,,,,,,,,,,,,,,,
C13102,,,,,,,,,,,,,,,,,,
C13103,,,,,,,,,,,,,,,,,,
C13104,,,,,,,,,,,,,,,,,,
C13105,,,,,,,,,,,,,,,,,,
C13106,,,,,,,,,,,,,,,,,,
C13107,,,,,,,,,,,,,,,,,,
C13108,,,,,,,,,,,,,,,,,,
C13109,,,,,,,,,,,,,,,,,,
C13110,,,,,,,,,,,,,,,,,,
C13111,,,,,,,,,,,,,,,,,,
C13112,,,,,,,,,,,,,,,,,,
C13113,,,,,,,,,,,,,,,,,,
C13114,,,,,,,,,,,,,,,,,,
C13115,,,,,,,,,,,,,,,,,,
C13116,,,,,,,,,,,,,,,,,,
C13117,,,,,,,,,,,,,,,,,,
C13118,,,,,,,,,,,,,,,,,,
C13119,,,,,,,,,,,,,,,,,,
C13120,,,,,,,,,,,,,,,,,,
C13121,,,,,,,,,,,,,,,,,,
C13122,,,,,,,,,,,,,,,,,,
C13123,,,,,,,,,,,,,,,,,,
C13124,,,,,,,,,,,,,,,,,,
C13125,,,,,,,,,,,,,,,,,,
C13126,,,,,,,,,,,,,,,,,,
C13127,,,,,,,,,,,,,,,,,,
C13128,,,,,,,,,,,,,,,,,,
C13129,,,,,,,,,,,,,,,,,,
C13130,,,,,,,,,,,,,,,,,,
C13131,,,,,,,,,,,,,,,,,,
C13132,,,,,,,,,,,,,,,,,,
C13133,,,,,,,,,,,,,,,,,,
C13134,,,,,,,,,,,,,,,,,,
C13135,,,,,,,,,,,,,,,,,,
C13136,,,,,,,,,,,,,,,,,,
C13137,,,,,,,,,,,,,,,,,,
C13138,,,,,,,,,,,,,,,,,,
C13139,,,,,,,,,,,,,,,,,,
C13140,,,,,,,,,,,,,,,,,,
C13141,,,,,,,,,,,,,,,,,,
C13142,,,,,,,,,,,,,,,,,,
C13143,,,,,,,,,,,,,,,,,,
C13144,,,,,,,,,,,,,,,,,,
C13145,,,,,,,,,,,,,,,,,,
C13146,,,,,,,,,,,,,,,,,,
C13147,,,,,,,,,,,,,,,,,,
C13148,,,,,,,,,,,,,,,,,,
C13149,,,,,,,,,,,,,,,,,,
C13150,,,,,,,,,,,,,,,,,,
C13151,,,,,,,,,,,,,,,,,,
C13152,,,,,,,,,,,,,,,,,,
C13153,,,,,,,,,,,,,,,,,,
C13154,,,,,,,,,,,,,,,,,,
C13156,,,,,,,,,,,,,,,,,,
C13157,,,,,,,,,,,,,,,,,,
C13158,,,,,,,,,,,,,,,,,,
C13160,,,,,,,,,,,,,,,,,,
C13161,,,,,,,,,,,,,,,,,,
C13162,,,,,,,,,,,,,,,,,,
C13163,,,,,,,,,,,,,,,,,,
C13164,,,,,,,,,,,,,,,,,,
C13165,,,,,,,,,,,,,,,,,,
C13166,,,,,,,,,,,,,,,,,,
C13167,,,,,,,,,,,,,,,,,,
C13168,,,,,,,,,,,,,,,,,,
C13169,,,,,,,,,,,,,,,,,,
C13170,,,,,,,,,,,,,,,,,,
C13171,,,,,,,,,,,,,,,,,,
C13172,,,,,,,,,,,,,,,,,,
C13173,,,,,,,,,,,,,,,,,,
C13174,,,,,,,,,,,,,,,,,,
C13175,,,,,,,,,,,,,,,,,,
C13176,,,,,,,,,,,,,,,,,,
C13178,,,,,,,,,,,,,,,,,,
C13179,,,,,,,,,,,,,,,,,,
C13180,,,,,,,,,,,,,,,,,,
C13181,,,,,,,,,,,,,,,,,,
C13182,,,,,,,,,,,,,,,,,,
C13183,,,,,,,,,,,,,,,,,,
C13184,,,,,,,,,,,,,,,,,,
C13185,,,,,,,,,,,,,,,,,,
C13186,,,,,,,,,,,,,,,,,,
C13187,,,,,,,,,,,,,,,,,,
C13188,,,,,,,,,,,,,,,,,,
C13189,,,,,,,,,,,,,,,,,,
C13190,,,,,,,,,,,,,,,,,,
C13191,,,,,,,,,,,,,,,,,,
C13192,,,,,,,,,,,,,,,,,,
C13193,,,,,,,,,,,,,,,,,,
C13194,,,,,,,,,,,,,,,,,,
C13195,,,,,,,,,,,,,,,,,,
C13196,,,,,,,,,,,,,,,,,,
C13197,,,,,,,,,,,,,,,,,,
C13198,,,,,,,,,,,,,,,,,,
C13199,,,,,,,,,,,,,,,,,,
C13200,,,,,,,,,,,,,,,,,,
C13201,,,,,,,,,,,,,,,,,,
C13202,,,,,,,,,,,,,,,,,,
C13203,,,,,,,,,,,,,,,,,,
C13204,,,,,,,,,,,,,,,,,,
C13205,,,,,,,,,,,,,,,,,,
C13206,,,,,,,,,,,,,,,,,,
C13207,,,,,,,,,,,,,,,,,,
C13208,,,,,,,,,,,,,,,,,,
C13210,,,,,,,,,,,,,,,,,,
C13211,,,,,,,,,,,,,,,,,,
C13212,,,,,,,,,,,,,,,,,,
C13213,,,,,,,,,,,,,,,,,,
C13214,,,,,,,,,,,,,,,,,,
C13215,,,,,,,,,,,,,,,,,,
C13216,,,,,,,,,,,,,,,,,,
C13217,,,,,,,,,,,,,,,,,,
C13218,,,,,,,,,,,,,,,,,,
C13219,,,,,,,,,,,,,,,,,,
C13220,,,,,,,,,,,,,,,,,,
C13221,,,,,,,,,,,,,,,,,,
C13222,,,,,,,,,,,,,,,,,,
C13223,,,,,,,,,,,,,,,,,,
C13224,,,,,,,,,,,,,,,,,,
C13225,,,,,,,,,,,,,,,,,,
C13226,,,,,,,,,,,,,,,,,,
C13227,,,,,,,,,,,,,,,,,,
C13228,,,,,,,,,,,,,,,,,,
C13229,,,,,,,,,,,,,,,,,,
C13230,,,,,,,,,,,,,,,,,,
C13231,,,,,,,,,,,,,,,,,,
C13232,,,,,,,,,,,,,,,,,,
C13233,,,,,,,,,,,,,,,,,,
C13234,,,,,,,,,,,,,,,,,,
C13235,,,,,,,,,,,,,,,,,,
C13236,,,,,,,,,,,,,,,,,,
C13237,,,,,,,,,,,,,,,,,,
C13238,,,,,,,,,,,,,,,,,,
C13239,,,,,,,,,,,,,,,,,,
C13240,,,,,,,,,,,,,,,,,,
C13241,,,,,,,,,,,,,,,,,,
C13242,,,,,,,,,,,,,,,,,,
C13243,,,,,,,,,,,,,,,,,,
C13244,,,,,,,,,,,,,,,,,,
C13245,,,,,,,,,,,,,,,,,,
C13246,,,,,,,,,,,,,,,,,,
C13247,,,,,,,,,,,,,,,,,,
C13248,,,,,,,,,,,,,,,,,,
C13249,,,,,,,,,,,,,,,,,,
C13250,,,,,,,,,,,,,,,,,,
C13251,,,,,,,,,,,,,,,,,,
C13252,,,,,,,,,,,,,,,,,,
C13253,,,,,,,,,,,,,,,,,,
C13254,,,,,,,,,,,,,,,,,,
C13255,,,,,,,,,,,,,,,,,,
C13257,,,,,,,,,,,,,,,,,,
C13258,,,,,,,,,,,,,,,,,,
C13259,,,,,,,,,,,,,,,,,,
C13260,,,,,,,,,,,,,,,,,,
C13261,,,,,,,,,,,,,,,,,,
C13262,,,,,,,,,,,,,,,,,,
C13263,,,,,,,,,,,,,,,,,,
C13264,,,,,,,,,,,,,,,,,,
C13265,,,,,,,,,,,,,,,,,,
C13266,,,,,,,,,,,,,,,,,,
C13267,,,,,,,,,,,,,,,,,,
C13268,,,,,,,,,,,,,,,,,,
C13269,,,,,,,,,,,,,,,,,,
C13270,,,,,,,,,,,,,,,,,,
C13271,,,,,,,,,,,,,,,,,,
C13272,,,,,,,,,,,,,,,,,,
C13273,,,,,,,,,,,,,,,,,,
C13275,,,,,,,,,,,,,,,,,,
C13276,,,,,,,,,,,,,,,,,,
C13277,,,,,,,,,,,,,,,,,,
C13278,,,,,,,,,,,,,,,,,,
C13280,,,,,,,,,,,,,,,,,,
C13282,,,,,,,,,,,,,,,,,,
C13283,,,,,,,,,,,,,,,,,,
C13284,,,,,,,,,,,,,,,,,,
C13285,,,,,,,,,,,,,,,,,,
C13286,,,,,,,,,,,,,,,,,,
C13287,,,,,,,,,,,,,,,,,,
C13288,,,,,,,,,,,,,,,,,,
C13289,,,,,,,,,,,,,,,,,,
C13290,,,,,,,,,,,,,,,,,,
C13291,,,,,,,,,,,,,,,,,,
C13292,,,,,,,,,,,,,,,,,,
C13293,,,,,,,,,,,,,,,,,,
C13294,,,,,,,,,,,,,,,,,,
C13295,,,,,,,,,,,,,,,,,,
C13296,,,,,,,,,,,,,,,,,,
C13297,,,,,,,,,,,,,,,,,,
C13298,,,,,,,,,,,,,,,,,,
C13299,,,,,,,,,,,,,,,,,,
C13300,,,,,,,,,,,,,,,,,,
C13301,,,,,,,,,,,,,,,,,,
C13302,,,,,,,,,,,,,,,,,,
C13303,,,,,,,,,,,,,,,,,,
C13304,,,,,,,,,,,,,,,,,,
C13305,,,,,,,,,,,,,,,,,,
C13306,,,,,,,,,,,,,,,,,,
C13307,,,,,,,,,,,,,,,,,,
C13308,,,,,,,,,,,,,,,,,,
C13309,,,,,,,,,,,,,,,,,,
C13310,,,,,,,,,,,,,,,,,,
C13312,,,,,,,,,,,,,,,,,,
C13313,,,,,,,,,,,,,,,,,,
C13314,,,,,,,,,,,,,,,,,,
C13315,,,,,,,,,,,,,,,,,,
C13316,,,,,,,,,,,,,,,,,,
C13317,,,,,,,,,,,,,,,,,,
C13318,,,,,,,,,,,,,,,,,,
C13319,,,,,,,,,,,,,,,,,,
C13320,,,,,,,,,,,,,,,,,,
C13321,,,,,,,,,,,,,,,,,,
C13322,,,,,,,,,,,,,,,,,,
C13323,,,,,,,,,,,,,,,,,,
C13324,,,,,,,,,,,,,,,,,,
C13325,,,,,,,,,,,,,,,,,,
C13326,,,,,,,,,,,,,,,,,,
C13327,,,,,,,,,,,,,,,,,,
C13328,,,,,,,,,,,,,,,,,,
C13330,,,,,,,,,,,,,,,,,,
C13331,,,,,,,,,,,,,,,,,,
C13332,,,,,,,,,,,,,,,,,,
C13333,,,,,,,,,,,,,,,,,,
C13334,,,,,,,,,,,,,,,,,,
C13335,,,,,,,,,,,,,,,,,,
C13336,,,,,,,,,,,,,,,,,,
C13337,,,,,,,,,,,,,,,,,,
C13338,,,,,,,,,,,,,,,,,,
C13339,,,,,,,,,,,,,,,,,,
C13340,,,,,,,,,,,,,,,,,,
C13341,,,,,,,,,,,,,,,,,,
C13342,,,,,,,,,,,,,,,,,,
C13343,,,,,,,,,,,,,,,,,,
C13344,,,,,,,,,,,,,,,,,,
C13345,,,,,,,,,,,,,,,,,,
C13346,,,,,,,,,,,,,,,,,,
C13347,,,,,,,,,,,,,,,,,,
C13348,,,,,,,,,,,,,,,,,,
C13349,,,,,,,,,,,,,,,,,,
C13350,,,,,,,,,,,,,,,,,,
C13351,,,,,,,,,,,,,,,,,,
C13352,,,,,,,,,,,,,,,,,,
C13353,,,,,,,,,,,,,,,,,,
C13354,,,,,,,,,,,,,,,,,,
C13355,,,,,,,,,,,,,,,,,,
C13356,,,,,,,,,,,,,,,,,,
C13357,,,,,,,,,,,,,,,,,,
C13358,,,,,,,,,,,,,,,,,,
C13359,,,,,,,,,,,,,,,,,,
C13360,,,,,,,,,,,,,,,,,,
C13361,,,,,,,,,,,,,,,,,,
C13362,,,,,,,,,,,,,,,,,,
C13363,,,,,,,,,,,,,,,,,,
C13364,,,,,,,,,,,,,,,,,,
C13365,,,,,,,,,,,,,,,,,,
C13366,,,,,,,,,,,,,,,,,,
C13367,,,,,,,,,,,,,,,,,,
C13368,,,,,,,,,,,,,,,,,,
C13369,,,,,,,,,,,,,,,,,,
C13370,,,,,,,,,,,,,,,,,,
C13371,,,,,,,,,,,,,,,,,,
C13372,,,,,,,,,,,,,,,,,,
C13373,,,,,,,,,,,,,,,,,,
C13374,,,,,,,,,,,,,,,,,,
C13375,,,,,,,,,,,,,,,,,,
C13376,,,,,,,,,,,,,,,,,,
C13377,,,,,,,,,,,,,,,,,,
C13378,,,,,,,,,,,,,,,,,,
C13379,,,,,,,,,,,,,,,,,,
C13380,,,,,,,,,,,,,,,,,,
C13381,,,,,,,,,,,,,,,,,,
C13382,,,,,,,,,,,,,,,,,,
C13383,,,,,,,,,,,,,,,,,,
C13384,,,,,,,,,,,,,,,,,,
C13385,,,,,,,,,,,,,,,,,,
C13386,,,,,,,,,,,,,,,,,,
C13387,,,,,,,,,,,,,,,,,,
C13388,,,,,,,,,,,,,,,,,,
C13389,,,,,,,,,,,,,,,,,,
C13392,,,,,,,,,,,,,,,,,,
C13393,,,,,,,,,,,,,,,,,,
C13394,,,,,,,,,,,,,,,,,,
C13395,,,,,,,,,,,,,,,,,,
C13396,,,,,,,,,,,,,,,,,,
C13397,,,,,,,,,,,,,,,,,,
C13398,,,,,,,,,,,,,,,,,,
C13399,,,,,,,,,,,,,,,,,,
C13400,,,,,,,,,,,,,,,,,,
C13401,,,,,,,,,,,,,,,,,,
C13402,,,,,,,,,,,,,,,,,,
C13403,,,,,,,,,,,,,,,,,,
C13404,,,,,,,,,,,,,,,,,,
C13405,,,,,,,,,,,,,,,,,,
C13406,,,,,,,,,,,,,,,,,,
C13407,,,,,,,,,,,,,,,,,,
C13408,,,,,,,,,,,,,,,,,,
C13409,,,,,,,,,,,,,,,,,,
C13410,,,,,,,,,,,,,,,,,,
C13411,,,,,,,,,,,,,,,,,,
C13412,,,,,,,,,,,,,,,,,,
C13413,,,,,,,,,,,,,,,,,,
C13414,,,,,,,,,,,,,,,,,,
C13416,,,,,,,,,,,,,,,,,,
C13417,,,,,,,,,,,,,,,,,,
C13418,,,,,,,,,,,,,,,,,,
C13419,,,,,,,,,,,,,,,,,,
C13420,,,,,,,,,,,,,,,,,,
C13421,,,,,,,,,,,,,,,,,,
C13422,,,,,,,,,,,,,,,,,,
C13423,,,,,,,,,,,,,,,,,,
C13424,,,,,,,,,,,,,,,,,,
C13425,,,,,,,,,,,,,,,,,,
C13426,,,,,,,,,,,,,,,,,,
C13427,,,,,,,,,,,,,,,,,,
C13428,,,,,,,,,,,,,,,,,,
C13429,,,,,,,,,,,,,,,,,,
C13430,,,,,,,,,,,,,,,,,,
C13431,,,,,,,,,,,,,,,,,,
C13432,,,,,,,,,,,,,,,,,,
C13433,,,,,,,,,,,,,,,,,,
C13434,,,,,,,,,,,,,,,,,,
C13435,,,,,,,,,,,,,,,,,,
C13436,,,,,,,,,,,,,,,,,,
C13437,,,,,,,,,,,,,,,,,,
C13439,,,,,,,,,,,,,,,,,,
C13440,,,,,,,,,,,,,,,,,,
C13441,,,,,,,,,,,,,,,,,,
C13442,,,,,,,,,,,,,,,,,,
C13443,,,,,,,,,,,,,,,,,,
C13444,,,,,,,,,,,,,,,,,,
C13445,,,,,,,,,,,,,,,,,,
C13446,,,,,,,,,,,,,,,,,,
C13447,,,,,,,,,,,,,,,,,,
C13448,,,,,,,,,,,,,,,,,,
C13449,,,,,,,,,,,,,,,,,,
C13450,,,,,,,,,,,,,,,,,,
C13451,,,,,,,,,,,,,,,,,,
C13452,,,,,,,,,,,,,,,,,,
C13453,,,,,,,,,,,,,,,,,,
C13454,,,,,,,,,,,,,,,,,,
C13455,,,,,,,,,,,,,,,,,,
C13456,,,,,,,,,,,,,,,,,,
C13457,,,,,,,,,,,,,,,,,,
C13458,,,,,,,,,,,,,,,,,,
C13459,,,,,,,,,,,,,,,,,,
C13460,,,,,,,,,,,,,,,,,,
C13461,,,,,,,,,,,,,,,,,,
C13462,,,,,,,,,,,,,,,,,,
C13463,,,,,,,,,,,,,,,,,,
C13464,,,,,,,,,,,,,,,,,,
C13465,,,,,,,,,,,,,,,,,,
C13466,,,,,,,,,,,,,,,,,,
C13467,,,,,,,,,,,,,,,,,,
C13468,,,,,,,,,,,,,,,,,,
C13469,,,,,,,,,,,,,,,,,,
C13470,,,,,,,,,,,,,,,,,,
C13471,,,,,,,,,,,,,,,,,,
C13472,,,,,,,,,,,,,,,,,,
C13473,,,,,,,,,,,,,,,,,,
C13474,,,,,,,,,,,,,,,,,,
C13475,,,,,,,,,,,,,,,,,,
C13476,,,,,,,,,,,,,,,,,,
C13478,,,,,,,,,,,,,,,,,,
C13479,,,,,,,,,,,,,,,,,,
C13480,,,,,,,,,,,,,,,,,,
C13481,,,,,,,,,,,,,,,,,,
C13482,,,,,,,,,,,,,,,,,,
C13483,,,,,,,,,,,,,,,,,,
C13484,,,,,,,,,,,,,,,,,,
C13485,,,,,,,,,,,,,,,,,,
C13486,,,,,,,,,,,,,,,,,,
C13487,,,,,,,,,,,,,,,,,,
C13488,,,,,,,,,,,,,,,,,,
C13489,,,,,,,,,,,,,,,,,,
C13490,,,,,,,,,,,,,,,,,,
C13491,,,,,,,,,,,,,,,,,,
C13492,,,,,,,,,,,,,,,,,,
C13493,,,,,,,,,,,,,,,,,,
C13494,,,,,,,,,,,,,,,,,,
C13495,,,,,,,,,,,,,,,,,,
C13496,,,,,,,,,,,,,,,,,,
C13497,,,,,,,,,,,,,,,,,,
C13498,,,,,,,,,,,,,,,,,,
C13499,,,,,,,,,,,,,,,,,,
C13500,,,,,,,,,,,,,,,,,,
C13501,,,,,,,,,,,,,,,,,,
C13502,,,,,,,,,,,,,,,,,,
C13503,,,,,,,,,,,,,,,,,,
C13504,,,,,,,,,,,,,,,,,,
C13505,,,,,,,,,,,,,,,,,,
C13506,,,,,,,,,,,,,,,,,,
C13507,,,,,,,,,,,,,,,,,,
C13508,,,,,,,,,,,,,,,,,,
C13509,,,,,,,,,,,,,,,,,,
C13510,,,,,,,,,,,,,,,,,,
C13511,,,,,,,,,,,,,,,,,,
C13512,,,,,,,,,,,,,,,,,,
C13513,,,,,,,,,,,,,,,,,,
C13514,,,,,,,,,,,,,,,,,,
C13515,,,,,,,,,,,,,,,,,,
C13516,,,,,,,,,,,,,,,,,,
C13517,,,,,,,,,,,,,,,,,,
C13518,,,,,,,,,,,,,,,,,,
C13519,,,,,,,,,,,,,,,,,,
C13520,,,,,,,,,,,,,,,,,,
C13521,,,,,,,,,,,,,,,,,,
C13522,,,,,,,,,,,,,,,,,,
C13523,,,,,,,,,,,,,,,,,,
C13524,,,,,,,,,,,,,,,,,,
C13525,,,,,,,,,,,,,,,,,,
C13526,,,,,,,,,,,,,,,,,,
C13527,,,,,,,,,,,,,,,,,,
C13528,,,,,,,,,,,,,,,,,,
C13529,,,,,,,,,,,,,,,,,,
C13530,,,,,,,,,,,,,,,,,,
C13531,,,,,,,,,,,,,,,,,,
C13532,,,,,,,,,,,,,,,,,,
C13534,,,,,,,,,,,,,,,,,,
C13535,,,,,,,,,,,,,,,,,,
C13536,,,,,,,,,,,,,,,,,,
C13537,,,,,,,,,,,,,,,,,,
C13538,,,,,,,,,,,,,,,,,,
C13539,,,,,,,,,,,,,,,,,,
C13540,,,,,,,,,,,,,,,,,,
C13541,,,,,,,,,,,,,,,,,,
C13542,,,,,,,,,,,,,,,,,,
C13543,,,,,,,,,,,,,,,,,,
C13544,,,,,,,,,,,,,,,,,,
C13545,,,,,,,,,,,,,,,,,,
C13546,,,,,,,,,,,,,,,,,,
C13547,,,,,,,,,,,,,,,,,,
C13548,,,,,,,,,,,,,,,,,,
C13549,,,,,,,,,,,,,,,,,,
C13550,,,,,,,,,,,,,,,,,,
C13551,,,,,,,,,,,,,,,,,,
C13552,,,,,,,,,,,,,,,,,,
C13553,,,,,,,,,,,,,,,,,,
C13554,,,,,,,,,,,,,,,,,,
C13555,,,,,,,,,,,,,,,,,,
C13557,,,,,,,,,,,,,,,,,,
C13558,,,,,,,,,,,,,,,,,,
C13559,,,,,,,,,,,,,,,,,,
C13560,,,,,,,,,,,,,,,,,,
C13561,,,,,,,,,,,,,,,,,,
C13562,,,,,,,,,,,,,,,,,,
C13563,,,,,,,,,,,,,,,,,,
C13564,,,,,,,,,,,,,,,,,,
C13565,,,,,,,,,,,,,,,,,,
C13566,,,,,,,,,,,,,,,,,,
C13567,,,,,,,,,,,,,,,,,,
C13568,,,,,,,,,,,,,,,,,,
C13569,,,,,,,,,,,,,,,,,,
C13570,,,,,,,,,,,,,,,,,,
C13571,,,,,,,,,,,,,,,,,,
C13572,,,,,,,,,,,,,,,,,,
C13573,,,,,,,,,,,,,,,,,,
C13574,,,,,,,,,,,,,,,,,,
